UKBPPP ProteinID,Olink ID,Assay Target,Protein panel,Gene symbol,UniProt,Gene CHROM,Gene start,Gene end,Dilution factor,% of samples below LOD,Coefficient of variation (median %),% of data failing QC,ICC (interclass correlation) of sample age 
SCG3:Q8WXD2:OID20728:v1,OID20728,SCG3,Inflammation,SCG3,Q8WXD2,15,51681492,51721026,1:10,0.02%,4.8,0.30%,0.005907
SCGB1A1:P11684:OID20688:v1,OID20688,SCGB1A1,Inflammation,SCGB1A1,P11684,11,62405103,62423195,1:10,0.03%,4.53,0.45%,0.003123
SCGB2A2:Q13296:OID30104:v1,OID30104,SCGB2A2,Cardiometabolic_II,SCGB2A2,Q13296,11,62270158,62273160,1:01,94.41%,9.08,0.00%,0.003752
SCGB3A1:Q96QR1:OID30577:v1,OID30577,SCGB3A1,Inflammation_II,SCGB3A1,Q96QR1,5,180590105,180591499,1:10,1.17%,4.79,0.00%,0.002904
SCGB3A2:Q96PL1:OID20723:v1,OID20723,SCGB3A2,Inflammation,SCGB3A2,Q96PL1,5,147870682,147882191,1:10,0.03%,6.95,0.15%,0.008455
SCGN:O76038:OID20457:v1,OID20457,SCGN,Inflammation,SCGN,O76038,6,25652201,25701783,1:01,7.45%,9.77,0.00%,0.003015
SCIN:Q9Y6U3:OID30857:v1,OID30857,SCIN,Neurology_II,SCIN,Q9Y6U3,7,12570577,12660182,1:01,87.05%,10.14,0.00%,0.002546
SCLY:Q96I15:OID21425:v1,OID21425,SCLY,Oncology,SCLY,Q96I15,2,238060924,238099413,1:01,0.03%,2.99,0.30%,0.006155
SCN2A:Q99250:OID30833:v1,OID30833,SCN2A,Neurology_II,SCN2A,Q99250,2,165194993,165392310,1:01,82.82%,6.09,0.00%,0.003384
SCN2B:O60939:OID30948:v1,OID30948,SCN2B,Neurology_II,SCN2B,O60939,11,118162806,118176639,1:01,98.91%,4.55,0.00%,0.003043
SCN3A:Q9NY46:OID30903:v1,OID30903,SCN3A,Neurology_II,SCN3A,Q9NY46,2,165087526,165204050,1:01,94.64%,5.77,0.00%,0.002162
SCN3B:Q9NY72:OID30804:v1,OID30804,SCN3B,Neurology_II,SCN3B,Q9NY72,11,123629187,123655244,1:01,82.91%,9.7,0.00%,0.004204
SCN4B:Q8IWT1:OID30277:v1,OID30277,SCN4B,Cardiometabolic_II,SCN4B,Q8IWT1,11,118133377,118152888,1:01,0.05%,6.59,0.15%,0.001793
SCP2:P22307:OID21161:v1,OID21161,SCP2,Oncology,SCP2,P22307,1,52927276,53051698,1:01,48.72%,8.9,0.00%,0.00283
SCPEP1:Q9HB40:OID30278:v1,OID30278,SCPEP1,Cardiometabolic_II,SCPEP1,Q9HB40,17,56978129,57006768,1:01,0.04%,7.22,0.30%,0.028306
SCRG1:O75711:OID30333:v1,OID30333,SCRG1,Cardiometabolic_II,SCRG1,O75711,4,173384701,173406380,1:10,0.31%,6.27,0.00%,0.004831
SCRIB:Q14160:OID30225:v1,OID30225,SCRIB,Cardiometabolic_II,SCRIB,Q14160,8,143790920,143815773,1:01,0.06%,6.43,0.00%,0.017995
SCRIB:Q14160:OID30558:v1,OID30558,SCRIB,Inflammation_II,SCRIB,Q14160,8,143790920,143815773,1:01,7.48%,9.31,0.00%,0.020098
SCRIB:Q14160:OID31046:v1,OID31046,SCRIB,Neurology_II,SCRIB,Q14160,8,143790920,143815773,1:01,0.21%,7.86,0.00%,0.016418
SCRIB:Q14160:OID31455:v1,OID31455,SCRIB,Oncology_II,SCRIB,Q14160,8,143790920,143815773,1:01,0.09%,4.87,0.00%,0.024342
SCRN1:Q12765:OID20542:v1,OID20542,SCRN1,Inflammation,SCRN1,Q12765,7,29920104,29990289,1:01,4.51%,11.7,0.00%,0.063342
SCT:P09683:OID30951:v1,OID30951,SCT,Neurology_II,SCT,P09683,11,626309,627181,1:01,47.52%,7.79,0.00%,0.004286
SDC1:P18827:OID20169:v1,OID20169,SDC1,Cardiometabolic,SDC1,P18827,2,20200797,20225433,1:10,0.03%,7.85,0.00%,0.006148
SDC4:P31431:OID20216:v1,OID20216,SDC4,Cardiometabolic,SDC4,P31431,20,45325288,45348424,1:10,0.03%,5.96,0.00%,0.007436
SDCCAG8:Q86SQ7:OID31423:v1,OID31423,SDCCAG8,Oncology_II,SDCCAG8,Q86SQ7,1,243256034,243500091,1:01,0.20%,7.2,0.00%,0.12254
SDHB:P21912:OID31436:v1,OID31436,SDHB,Oncology_II,SDHB,P21912,1,17018722,17054032,1:01,0.65%,7.73,0.00%,0.01158
SDK2:Q58EX2:OID30662:v1,OID30662,SDK2,Inflammation_II,SDK2,Q58EX2,17,73334384,73644445,1:10,0.12%,8.74,0.00%,0.00353
SEC31A:O94979:OID30269:v1,OID30269,SEC31A,Cardiometabolic_II,SEC31A,O94979,4,82818509,82901166,1:01,0.04%,8.52,0.00%,0.062392
SEL1L:Q9UBV2:OID30196:v1,OID30196,SEL1L,Cardiometabolic_II,SEL1L,Q9UBV2,14,81471547,81533853,1:01,0.04%,5.65,0.00%,0.002597
SELE:P16581:OID20290:v1,OID20290,SELE,Cardiometabolic,SELE,P16581,1,169722640,169764705,0.111111111,0.04%,3.6,0.00%,0.006768
SELENOP:P49908:OID30745:v1,OID30745,SELENOP,Inflammation_II,SELENOP,P49908,5,42799880,42887392,1:100000,1.80%,5.96,0.00%,0.009314
SELL:P14151:OID30752:v1,OID30752,SELL,Inflammation_II,SELL,P14151,1,169690665,169711702,1:100000,0.27%,4,0.00%,0.002395
SELP:P16109:OID20379:v1,OID20379,SELP,Cardiometabolic,SELP,P16109,1,169588849,169630193,0.736111111,0.04%,5.81,0.15%,0.025517
SELPLG:Q14242:OID20560:v1,OID20560,SELPLG,Inflammation,SELPLG,Q14242,12,108621895,108633894,1:01,0.01%,4.7,0.00%,0.005002
SEMA3F:Q13275:OID20186:v1,OID20186,SEMA3F,Cardiometabolic,SEMA3F,Q13275,3,50155045,50189075,1:10,0.04%,5.68,0.00%,0.009484
SEMA3G:Q9NS98:OID30599:v1,OID30599,SEMA3G,Inflammation_II,SEMA3G,Q9NS98,3,52433035,52445103,1:10,0.06%,6.07,0.00%,0.002656
SEMA4C:Q9C0C4:OID21329:v1,OID21329,SEMA4C,Oncology,SEMA4C,Q9C0C4,2,96859718,96870757,1:01,0.05%,7.72,0.00%,0.013586
SEMA4D:Q92854:OID21020:v1,OID21020,SEMA4D,Neurology,SEMA4D,Q92854,9,89360787,89498130,1:10,0.05%,4.95,0.00%,0.032334
SEMA6C:Q9H3T2:OID30531:v1,OID30531,SEMA6C,Inflammation_II,SEMA6C,Q9H3T2,1,151131685,151146631,1:01,46.11%,5.77,0.00%,0.005066
SEMA7A:O75326:OID20283:v1,OID20283,SEMA7A,Cardiometabolic,SEMA7A,O75326,15,74409289,74433958,0.111111111,0.03%,4.14,0.30%,0.004579
SEPTIN3:Q9UH03:OID31025:v1,OID31025,SEPTIN3,Neurology_II,SEPTIN3,Q9UH03,22,41969443,41998221,1:01,3.47%,5.23,0.00%,0.003358
SEPTIN7:Q16181:OID31288:v1,OID31288,SEPTIN7,Oncology_II,SEPTIN7,Q16181,7,35800932,35907110,1:01,78.11%,6.19,0.00%,0.008267
SEPTIN8:Q92599:OID31079:v1,OID31079,SEPTIN8,Neurology_II,SEPTIN8,Q92599,5,132750819,132807241,1:01,0.05%,4.26,0.15%,0.030831
SEPTIN9:Q9UHD8:OID21279:v1,OID21279,SEPTIN9,Oncology,SEPTIN9,Q9UHD8,17,77280569,77500596,1:01,24.13%,6.25,0.00%,0.057569
SERPINA1:P01009:OID30750:v1,OID30750,SERPINA1,Inflammation_II,SERPINA1,P01009,14,94376747,94390693,1:100000,63.72%,1.84,1.81%,0.006683
SERPINA11:Q86U17:OID20281:v1,OID20281,SERPINA11,Cardiometabolic,SERPINA11,Q86U17,14,94442464,94452800,0.111111111,0.03%,4.44,0.00%,0.006275
SERPINA12:Q8IW75:OID20219:v1,OID20219,SERPINA12,Cardiometabolic,SERPINA12,Q8IW75,14,94487274,94517844,1:10,2.10%,6.41,3.00%,0.005453
SERPINA3:P01011:OID30786:v1,OID30786,SERPINA3,Inflammation_II,SERPINA3,P01011,14,94612384,94624055,1:100000,0.47%,3.77,0.30%,0.003866
SERPINA4:P29622:OID30774:v1,OID30774,SERPINA4,Inflammation_II,SERPINA4,P29622,14,94561442,94569913,1:100000,0.07%,4.31,1.50%,0.003441
SERPINA5:P05154:OID30763:v1,OID30763,SERPINA5,Inflammation_II,SERPINA5,P05154,14,94561442,94593118,1:100000,0.06%,4.75,1.20%,0.009015
SERPINA6:P08185:OID30743:v1,OID30743,SERPINA6,Inflammation_II,SERPINA6,P08185,14,94304248,94323389,1:100000,0.08%,4.34,0.00%,0.003971
SERPINA7:P05543:OID30724:v1,OID30724,SERPINA7,Inflammation_II,SERPINA7,P05543,X,106032435,106038727,1:100000,0.62%,5.98,0.00%,0.002899
SERPINA9:Q86WD7:OID21284:v1,OID21284,SERPINA9,Oncology,SERPINA9,Q86WD7,14,94462717,94479689,1:01,0.10%,5.15,0.45%,0.002821
SERPINB1:P30740:OID21088:v1,OID21088,SERPINB1,Neurology,SERPINB1,P30740,6,2832332,2841959,0.111111111,0.03%,5.2,0.30%,0.093109
SERPINB5:P36952:OID20064:v1,OID20064,SERPINB5,Cardiometabolic,SERPINB5,P36952,18,63476958,63505085,1:01,55.83%,12.98,0.00%,0.00936
SERPINB6:P35237:OID21023:v1,OID21023,SERPINB6,Neurology,SERPINB6,P35237,6,2948159,2972165,1:10,0.18%,4.9,0.30%,0.0888
SERPINB8:P50452:OID20630:v1,OID20630,SERPINB8,Inflammation,SERPINB8,P50452,18,63970029,64019779,1:01,0.02%,3.74,0.00%,0.034392
SERPINB9:P50453:OID20932:v1,OID20932,SERPINB9,Neurology,SERPINB9,P50453,6,2887270,2903309,1:01,0.03%,4.38,0.00%,0.067484
SERPINC1:P01008:OID30789:v1,OID30789,SERPINC1,Inflammation_II,SERPINC1,P01008,1,173903800,173917327,1:100000,0.08%,3.93,0.15%,0.005102
SERPIND1:P05546:OID30767:v1,OID30767,SERPIND1,Inflammation_II,SERPIND1,P05546,22,20774113,20787720,1:100000,0.07%,4.04,0.15%,0.004774
SERPINE1:P05121:OID20342:v1,OID20342,SERPINE1,Cardiometabolic,SERPINE1,P05121,7,101127104,101139247,0.111111111,0.03%,4.58,0.15%,0.01519
SERPINE2:P07093:OID30359:v1,OID30359,SERPINE2,Cardiometabolic_II,SERPINE2,P07093,2,223975045,224039318,1:10,6.08%,4.96,0.00%,0.012426
SERPINF1:P36955:OID30757:v1,OID30757,SERPINF1,Inflammation_II,SERPINF1,P36955,17,1762029,1777565,1:100000,0.07%,5.65,1.20%,0.004838
SERPINF2:P08697:OID30779:v1,OID30779,SERPINF2,Inflammation_II,SERPINF2,P08697,17,1742836,1755265,1:100000,0.21%,3.83,1.51%,0.00463
SERPING1:P05155:OID30777:v1,OID30777,SERPING1,Inflammation_II,SERPING1,P05155,11,57597387,57619171,1:100000,0.07%,4.12,0.15%,0.004189
SERPINH1:P50454:OID31322:v1,OID31322,SERPINH1,Oncology_II,SERPINH1,P50454,11,75562056,75572783,1:01,5.01%,10.37,0.00%,0.066739
SERPINI1:Q99574:OID30604:v1,OID30604,SERPINI1,Inflammation_II,SERPINI1,Q99574,3,167735243,167825569,1:10,0.19%,6.38,0.15%,0.008436
SERPINI2:O75830:OID31504:v1,OID31504,SERPINI2,Oncology_II,SERPINI2,O75830,3,167441914,167478972,1:01,0.21%,5.49,0.00%,0.003615
SESTD1:Q86VW0:OID20790:v1,OID20790,SESTD1,Neurology,SESTD1,Q86VW0,2,179101678,179264832,1:01,51.98%,8.91,0.00%,0.061482
SETMAR:Q53H47:OID20948:v1,OID20948,SETMAR,Neurology,SETMAR,Q53H47,3,4303332,4317265,1:01,0.03%,4.66,0.30%,0.030336
SEZ6:Q53EL9:OID30968:v1,OID30968,SEZ6,Neurology_II,SEZ6,Q53EL9,17,28954901,29006440,1:01,20.43%,8.3,0.00%,0.004583
SEZ6L:Q9BYH1:OID21488:v1,OID21488,SEZ6L,Oncology,SEZ6L,Q9BYH1,22,26169462,26383597,1:10,0.04%,5.29,0.00%,0.002774
SEZ6L2:Q6UXD5:OID21289:v1,OID21289,SEZ6L2,Oncology,SEZ6L2,Q6UXD5,16,29871159,29899550,1:01,0.05%,4.85,0.00%,0.002422
SF3B4:Q15427:OID21278:v1,OID21278,SF3B4,Oncology,SF3B4,Q15427,1,149923317,149927803,1:01,0.03%,7.83,0.00%,0.072657
SFRP1:Q8N474:OID20984:v1,OID20984,SFRP1,Neurology,SFRP1,Q8N474,8,41261962,41309473,1:01,0.04%,7.52,0.30%,0.008518
SFRP4:Q6FHJ7:OID30648:v1,OID30648,SFRP4,Inflammation_II,SFRP4,Q6FHJ7,7,37905932,38025695,1:10,0.08%,5.81,0.00%,0.003593
SFTPA1:Q8IWL2:OID21165:v1,OID21165,SFTPA1,Oncology,SFTPA1,Q8IWL2,10,79610939,79615455,1:01,60.38%,7.84,0.00%,0.004109
SFTPA2:Q8IWL1:OID21218:v1,OID21218,SFTPA2,Oncology,SFTPA2,Q8IWL1,10,79555852,79560407,1:01,8.91%,9.28,0.00%,0.004872
SFTPD:P35247:OID20214:v1,OID20214,SFTPD,Cardiometabolic,SFTPD,P35247,10,79937467,79982614,1:10,0.05%,5.89,0.00%,0.00517
SGSH:P51688:OID30341:v1,OID30341,SGSH,Cardiometabolic_II,SGSH,P51688,17,80206716,80220923,1:10,0.21%,4,1.50%,0.01172
SH2B3:Q9UQQ2:OID21222:v1,OID21222,SH2B3,Oncology,SH2B3,Q9UQQ2,12,111405923,111451623,1:01,0.78%,8.61,0.00%,0.088381
SH2D1A:O60880:OID20514:v1,OID20514,SH2D1A,Inflammation,SH2D1A,O60880,X,124227868,124373197,1:01,0.03%,5.92,0.00%,0.047911
SH3BGRL2:Q9UJC5:OID30863:v1,OID30863,SH3BGRL2,Neurology_II,SH3BGRL2,Q9UJC5,6,79631329,79703655,1:01,44.75%,7.69,0.00%,0.008505
SH3BP1:Q9Y3L3:OID31439:v1,OID31439,SH3BP1,Oncology_II,SH3BP1,Q9Y3L3,22,37634654,37656117,1:01,14.48%,6.5,0.00%,0.0264
SH3GL3:Q99963:OID31334:v1,OID31334,SH3GL3,Oncology_II,SH3GL3,Q99963,15,83447228,83618743,1:01,88.91%,14.18,0.45%,0.002246
SH3GLB2:Q9NR46:OID31145:v1,OID31145,SH3GLB2,Neurology_II,SH3GLB2,Q9NR46,9,129007036,129028331,1:01,0.05%,10.89,0.00%,0.06762
SHBG:P04278:OID30685:v1,OID30685,SHBG,Inflammation_II,SHBG,P04278,17,7613946,7633382,0.736111111,0.07%,4.87,0.00%,0.002574
SHC1:P29353:OID31222:v1,OID31222,SHC1,Oncology_II,SHC1,P29353,1,154962298,154974395,1:01,43.27%,14.04,0.00%,0.002399
SHD:Q96IW2:OID30098:v1,OID30098,SHD,Cardiometabolic_II,SHD,Q96IW2,19,4279266,4290722,1:01,56.66%,7.53,0.15%,0.001417
SHH:Q15465:OID30516:v1,OID30516,SHH,Inflammation_II,SHH,Q15465,7,155799980,155812463,1:01,98.23%,7.46,0.00%,0.001937
SHISA5:Q8N114:OID30387:v1,OID30387,SHISA5,Cardiometabolic_II,SHISA5,Q8N114,3,48467798,48504826,0.111111111,0.09%,5.94,0.00%,0.00491
SHMT1:P34896:OID20714:v1,OID20714,SHMT1,Inflammation,SHMT1,P34896,17,18327860,18363563,1:10,0.01%,5.45,0.15%,0.051732
SHPK:Q9UHJ6:OID31292:v1,OID31292,SHPK,Oncology_II,SHPK,Q9UHJ6,17,3608240,3636250,1:01,91.79%,5.29,0.00%,0.002729
SIAE:Q9HAT2:OID21503:v1,OID21503,SIAE,Oncology,SIAE,Q9HAT2,11,124633113,124695707,1:10,0.05%,5.66,0.15%,0.028222
SIGLEC1:Q9BZZ2:OID20690:v1,OID20690,SIGLEC1,Inflammation,SIGLEC1,Q9BZZ2,20,3686970,3712600,1:10,0.03%,4.29,0.00%,0.003489
SIGLEC10:Q96LC7:OID20537:v1,OID20537,SIGLEC10,Inflammation,SIGLEC10,Q96LC7,19,51410020,51417803,1:01,0.03%,4.59,0.00%,0.003201
SIGLEC15:Q6ZMC9:OID20812:v1,OID20812,SIGLEC15,Neurology,SIGLEC15,Q6ZMC9,18,45825675,45844094,1:01,45.52%,8.2,0.00%,0.002571
SIGLEC5:O15389:OID21082:v1,OID21082,SIGLEC5,Neurology,SIGLEC5,O15389,19,51611927,51645545,0.111111111,3.02%,7.21,0.00%,0.006002
SIGLEC6:O43699:OID21394:v1,OID21394,SIGLEC6,Oncology,SIGLEC6,O43699,19,51517819,51531856,1:01,0.03%,3,0.00%,0.004453
SIGLEC7:Q9Y286:OID20190:v1,OID20190,SIGLEC7,Cardiometabolic,SIGLEC7,Q9Y286,19,51142299,51153526,1:10,0.04%,7.55,0.00%,0.006447
SIGLEC8:Q9NYZ4:OID30261:v1,OID30261,SIGLEC8,Cardiometabolic_II,SIGLEC8,Q9NYZ4,19,51450847,51458456,1:01,0.04%,5.14,0.00%,0.004701
SIGLEC9:Q9Y336:OID21390:v1,OID21390,SIGLEC9,Oncology,SIGLEC9,Q9Y336,19,51124906,51136651,1:01,0.03%,2.72,0.15%,0.001535
SIL1:Q9H173:OID30207:v1,OID30207,SIL1,Cardiometabolic_II,SIL1,Q9H173,5,138946724,139293557,1:01,49.85%,4.63,0.00%,0.005323
SIRPA:P78324:OID20304:v1,OID20304,SIRPA,Cardiometabolic,SIRPA,P78324,20,1894167,1940592,0.111111111,0.02%,3.45,0.90%,0.002448
SIRPB1:O00241:OID20739:v1,OID20739,SIRPB1,Inflammation,SIRPB1,O00241,20,1561385,1620061,1:10,0.01%,4.73,0.60%,0.003751
SIRT1:Q96EB6:OID30439:v1,OID30439,SIRT1,Inflammation_II,SIRT1,Q96EB6,10,67884656,67918390,1:01,52.50%,7.93,0.00%,0.012098
SIRT2:Q8IXJ6:OID21375:v1,OID21375,SIRT2,Oncology,SIRT2,Q8IXJ6,19,38878555,38899862,1:01,0.02%,7.39,0.00%,0.085085
SIRT5:Q9NXA8:OID20820:v1,OID20820,SIRT5,Neurology,SIRT5,Q9NXA8,6,13574227,13615158,1:01,55.31%,10.2,0.00%,0.00877
SIT1:Q9Y3P8:OID20462:v1,OID20462,SIT1,Inflammation,SIT1,Q9Y3P8,9,35649295,35650931,1:01,0.27%,11.29,0.00%,0.029364
SKAP1:Q86WV1:OID20906:v1,OID20906,SKAP1,Neurology,SKAP1,Q86WV1,17,48133442,48430275,1:01,0.02%,6.42,0.15%,0.050065
SKAP2:O75563:OID20761:v1,OID20761,SKAP2,Inflammation,SKAP2,O75563,7,26667068,26995239,1:10,0.02%,14.68,0.00%,0.077293
SKIV2L:Q15477:OID30056:v1,OID30056,SKIV2L,Cardiometabolic_II,SKIV2L,Q15477,6,31959116,31969818,1:01,93.10%,7.2,0.00%,0.002674
SLA2:Q9H6Q3:OID31017:v1,OID31017,SLA2,Neurology_II,SLA2,Q9H6Q3,20,36612318,36646196,1:01,0.36%,9.32,0.00%,0.062286
SLAMF1:Q13291:OID20496:v1,OID20496,SLAMF1,Inflammation,SLAMF1,Q13291,1,160608106,160647044,1:01,29.24%,17.66,0.00%,0.002128
SLAMF6:Q96DU3:OID21254:v1,OID21254,SLAMF6,Oncology,SLAMF6,Q96DU3,1,160485030,160523262,1:01,5.58%,11.39,0.00%,0.007324
SLAMF7:Q9NQ25:OID20602:v1,OID20602,SLAMF7,Inflammation,SLAMF7,Q9NQ25,1,160739057,160754821,1:01,0.03%,8,0.00%,0.003003
SLAMF8:Q9P0V8:OID21214:v1,OID21214,SLAMF8,Oncology,SLAMF8,Q9P0V8,1,159826811,159837492,1:01,0.23%,7.96,0.00%,0.004331
SLC12A2:P55011:OID30077:v1,OID30077,SLC12A2,Cardiometabolic_II,SLC12A2,P55011,5,128083766,128189677,1:01,97.60%,4.1,0.00%,0.005659
SLC13A1:Q9BZW2:OID31388:v1,OID31388,SLC13A1,Oncology_II,SLC13A1,Q9BZW2,7,123113531,123199972,1:01,37.56%,6.53,0.00%,0.007383
SLC16A1:P53985:OID20799:v1,OID20799,SLC16A1,Neurology,SLC16A1,P53985,1,112911847,112957593,1:01,27.78%,9.35,0.00%,0.006473
SLC1A4:P43007:OID30926:v1,OID30926,SLC1A4,Neurology_II,SLC1A4,P43007,2,64988477,65023865,1:01,81.71%,7.93,0.00%,0.004115
SLC27A4:Q6P1M0:OID20814:v1,OID20814,SLC27A4,Neurology,SLC27A4,Q6P1M0,9,128340527,128361470,1:01,40.71%,12.48,0.00%,0.071537
SLC28A1:O00337:OID31220:v1,OID31220,SLC28A1,Oncology_II,SLC28A1,O00337,15,84884654,84945798,1:01,67.43%,9.12,0.00%,0.003588
SLC34A3:Q8N130:OID31203:v1,OID31203,SLC34A3,Oncology_II,SLC34A3,Q8N130,9,137230757,137236555,1:01,86.89%,6.3,0.00%,0.001873
SLC39A14:Q15043:OID20852:v1,OID20852,SLC39A14,Neurology,SLC39A14,Q15043,8,22367278,22434129,1:01,0.07%,10.42,0.00%,0.004996
SLC39A5:Q6ZMH5:OID20539:v1,OID20539,SLC39A5,Inflammation,SLC39A5,Q6ZMH5,12,56230049,56237846,1:01,0.13%,6.9,0.00%,0.008175
SLC44A4:Q53GD3:OID30897:v1,OID30897,SLC44A4,Neurology_II,SLC44A4,Q53GD3,6,31863192,31879046,1:01,74.55%,7.94,0.00%,0.002783
SLC4A1:P02730:OID30369:v1,OID30369,SLC4A1,Cardiometabolic_II,SLC4A1,P02730,17,44248390,44268141,0.111111111,43.89%,14.78,0.00%,0.052615
SLC51B:Q86UW2:OID30107:v1,OID30107,SLC51B,Cardiometabolic_II,SLC51B,Q86UW2,15,65045387,65053397,1:01,0.09%,7.34,0.00%,0.002166
SLC9A3R1:O14745:OID30630:v1,OID30630,SLC9A3R1,Inflammation_II,SLC9A3R1,O14745,17,74748628,74769353,1:10,0.06%,8.64,0.00%,0.0657
SLC9A3R2:Q15599:OID31445:v1,OID31445,SLC9A3R2,Oncology_II,SLC9A3R2,Q15599,16,2025356,2039026,1:01,28.27%,6.39,0.00%,0.00349
SLIRP:Q9GZT3:OID31174:v1,OID31174,SLIRP,Oncology_II,SLIRP,Q9GZT3,14,77708071,77761104,1:01,50.98%,7.51,0.00%,0.005467
SLIT2:O94813:OID20862:v1,OID20862,SLIT2,Neurology,SLIT2,O94813,4,20251905,20620561,1:01,34.94%,12.9,0.00%,0.002728
SLITRK1:Q96PX8:OID30510:v1,OID30510,SLITRK1,Inflammation_II,SLITRK1,Q96PX8,13,83877205,83882474,1:01,0.08%,7.52,0.00%,0.00523
SLITRK2:Q9H156:OID21409:v1,OID21409,SLITRK2,Oncology,SLITRK2,Q9H156,X,145817829,145829856,1:01,0.04%,4.5,0.00%,0.005735
SLITRK6:Q9H5Y7:OID20094:v1,OID20094,SLITRK6,Cardiometabolic,SLITRK6,Q9H5Y7,13,85792790,85806683,1:01,0.05%,8.47,0.00%,0.002804
SLK:Q9H2G2:OID31282:v1,OID31282,SLK,Oncology_II,SLK,Q9H2G2,10,103967140,104029233,1:01,46.49%,8.53,0.00%,0.00379
SLMAP:Q14BN4:OID31441:v1,OID31441,SLMAP,Oncology_II,SLMAP,Q14BN4,3,57755450,57930003,1:01,0.03%,12.03,0.00%,0.092212
SLURP1:P55000:OID30404:v1,OID30404,SLURP1,Cardiometabolic_II,SLURP1,P55000,8,142740949,142742406,0.111111111,1.17%,5.65,0.60%,0.010553
SMAD1:Q15797:OID21180:v1,OID21180,SMAD1,Oncology,SMAD1,Q15797,4,145481194,145559176,1:01,8.09%,9.35,0.00%,0.071203
SMAD2:Q15796:OID31353:v1,OID31353,SMAD2,Oncology_II,SMAD2,Q15796,18,47808957,47931146,1:01,4.43%,7.98,0.00%,0.084782
SMAD3:P84022:OID31418:v1,OID31418,SMAD3,Oncology_II,SMAD3,P84022,15,67063763,67195173,1:01,42.99%,7.87,0.00%,0.064356
SMAD5:Q99717:OID21353:v1,OID21353,SMAD5,Oncology,SMAD5,Q99717,5,136132845,136188747,1:01,0.03%,5.61,0.00%,0.007304
SMARCA2:P51531:OID20796:v1,OID20796,SMARCA2,Neurology,SMARCA2,P51531,9,1980290,2193624,1:01,35.66%,9.96,0.00%,0.043373
SMC3:Q9UQE7:OID31195:v1,OID31195,SMC3,Oncology_II,SMC3,Q9UQE7,10,110567684,110606048,1:01,74.73%,9.03,0.00%,0.002657
SMNDC1:O75940:OID31471:v1,OID31471,SMNDC1,Oncology_II,SMNDC1,O75940,10,110290730,110304938,1:01,0.08%,6.41,0.00%,0.075157
SMOC1:Q9H4F8:OID21461:v1,OID21461,SMOC1,Oncology,SMOC1,Q9H4F8,14,69854131,70032366,1:01,0.07%,6.47,0.00%,0.009774
SMOC2:Q9H3U7:OID20730:v1,OID20730,SMOC2,Inflammation,SMOC2,Q9H3U7,6,168441151,168673445,1:10,0.02%,5.78,0.00%,0.002372
SMPD1:P17405:OID21028:v1,OID21028,SMPD1,Neurology,SMPD1,P17405,11,6390440,6394998,1:10,0.04%,6.71,0.45%,0.005249
SMPD3:Q9NY59:OID30477:v1,OID30477,SMPD3,Inflammation_II,SMPD3,Q9NY59,16,68358327,68448508,1:01,64.15%,5.86,0.00%,0.003162
SMPDL3A:Q92484:OID20676:v1,OID20676,SMPDL3A,Inflammation,SMPDL3A,Q92484,6,122789049,122809720,1:10,0.17%,5.01,0.15%,0.003704
SMPDL3B:Q92485:OID31387:v1,OID31387,SMPDL3B,Oncology_II,SMPDL3B,Q92485,1,27935000,27959157,1:01,57.99%,7.1,0.00%,0.004708
SMS:P52788:OID30853:v1,OID30853,SMS,Neurology_II,SMS,P52788,X,21940709,21994837,1:01,62.26%,7.07,0.00%,0.02746
SMTN:P53814:OID31154:v1,OID31154,SMTN,Neurology_II,SMTN,P53814,22,31064105,31104757,1:01,0.05%,6.28,0.15%,0.13343
SNAP23:O00161:OID20218:v1,OID20218,SNAP23,Cardiometabolic,SNAP23,O00161,15,42491233,42545356,1:10,0.03%,6.87,0.15%,0.078271
SNAP25:P60880:OID30811:v1,OID30811,SNAP25,Neurology_II,SNAP25,P60880,20,10172395,10308258,1:01,0.18%,7.38,0.00%,0.03058
SNAP29:O95721:OID21506:v1,OID21506,SNAP29,Oncology,SNAP29,O95721,22,20859007,20891214,1:10,0.03%,9.21,0.00%,0.055822
SNAPIN:O95295:OID31019:v1,OID31019,SNAPIN,Neurology_II,SNAPIN,O95295,1,153658703,153661852,1:01,0.07%,14.11,0.00%,0.07172
SNCA:P37840:OID30645:v1,OID30645,SNCA,Inflammation_II,SNCA,P37840,4,89700345,89838315,1:10,0.07%,15.34,0.00%,0.05081
SNCG:O76070:OID20971:v1,OID20971,SNCG,Neurology,SNCG,O76070,10,86958599,86963258,1:01,0.01%,6.44,0.00%,0.0024
SNED1:Q8TER0:OID30205:v1,OID30205,SNED1,Cardiometabolic_II,SNED1,Q8TER0,2,240998618,241095568,1:01,0.04%,8.19,0.00%,0.014279
SNRPB2:P08579:OID31132:v1,OID31132,SNRPB2,Neurology_II,SNRPB2,P08579,20,16729961,16742564,1:01,0.33%,5.97,0.00%,0.05612
SNU13:P55769:OID30052:v1,OID30052,SNU13,Cardiometabolic_II,SNU13,P55769,22,41673933,41690504,1:01,75.33%,7.32,0.00%,0.015473
SNX15:Q9NRS6:OID30644:v1,OID30644,SNX15,Inflammation_II,SNX15,Q9NRS6,11,65027439,65040572,1:10,0.11%,7.9,0.00%,0.068502
SNX18:Q96RF0:OID31476:v1,OID31476,SNX18,Oncology_II,SNX18,Q96RF0,5,54517759,54546586,1:01,79.88%,5.08,0.00%,0.013399
